SSC ID,Station Name,Country_x,Latitude,Longitude,IOC code,PTWC code,GLOSS ID_x,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Code,GLOSS ID_y,Country_y,Location
SSC-sanju,San Juan,Peru,-15.37,-75.2,,,,96,"2187, 923",,,sanj,206,USA,San Juan
SSC-sanju,San Juan,Peru,-15.37,-75.2,,,,96,"2187, 923",,,sanj2,206,USA,San Juan
SSC-saot,Sao Tome,Sao Tome and Principe,0.35,6.74,saot,,260.0,225,"1665, 2245",1932,1864,saot,260,São Tomé & Príncipe,Sao Tome
SSC-sapz,Sapzurro,Colombia,8.66,-77.37,"sapz, sapz2",sapz,,,,,,sapz,,Colombia,Sapzurro
SSC-sapz,Sapzurro,Colombia,8.66,-77.37,"sapz, sapz2",sapz,,,,,,sapz2,,Colombia,Sapzurro
SSC-sass,Sassnitz,Germany,54.51,13.64,sass,,,,397,833,2223,sass,,Germany,Sassnitz
SSC-saum,Saumlaki,Indonesia,-7.98,131.29,saum,saum,,420,,,,saum,,Indonesia,Saumlaki
SSC-sbea,South Beach,United States,44.63,-124.04,"sbea, sbea2",sbea,157.0,592,1196,"3524, 754",2362,sbea,157,USA,South Beach
SSC-sbea,South Beach,United States,44.63,-124.04,"sbea, sbea2",sbea,157.0,592,1196,"3524, 754",2362,sbea2,157,USA,South Beach
SSC-scar,Scarborough,Trinidad and Tobago,11.17,-60.73,scar,scar,,,1979,,,scar,,Trinidad & Tobago,Scarborough
SSC-scarl,Scarborough,United Kingdom,54.28,-0.38,,,,,946,,,scar,,Trinidad & Tobago,Scarborough
SSC-sche,Scheveningen,Netherlands,52.1,4.26,sche,,,,,,,sche,,Netherlands,Scheveningen
SSC-scia,Sciacca,Italy,37.5,13.08,SC43,,,,"2047, 2224",,,SC43,,Italy,Sciacca
SSC-sdom,Santo Domingo/p.San Andres,Dominican Republic,18.42,-69.63,sdom,sdrd,,,,,,sdom,,Dominican Republic,Santo Domingo/p.San Andres
SSC-sdpr,Sandown Pier,United Kingdom,50.65,-1.15,sdpr,,,,,,,sdpr,,UK,Sandown Pier
SSC-sebe,Sebesi Island,Indonesia,-5.94,105.51,sebe,sebe,,,,,,sebe,,Indonesia,Sebesi Island
SSC-sebla,Seblat,Indonesia,-3.22,101.6,sebla,sebl,,,,2937,2936,sebla,,Indonesia,Seblat
SSC-sema,Semarang,Indonesia,-6.95,110.42,sema,sema,,,281,,,sema,,Indonesia,Semarang
SSC-sete,Sète,France,43.4,3.7,"sete, sete2",sete,,,958,1905,1847,sete,,France,Sète
SSC-setu,Setubal,Portugal,38.49,-8.93,setu,setu,,,1425,,,setu,,Portugal,Setubal
SSC-seve,Severo Kurilsk,Russia,50.68,156.14,"seve, seve2",seve,,,,,,seve,,Russia,Severo Kurilsk
SSC-sevl,Sevilla,Spain,37.32,-6.01,sev2,,,,,,,sev2,,Spain,Sevilla
SSC-sewa,Seward,United States,60.12,-149.43,"sewa, sewa2",sewa,150.0,560,266,,2850,sewa,150,USA,Seward
SSC-sewa,Seward,United States,60.12,-149.43,"sewa, sewa2",sewa,150.0,560,266,,2850,sewa2,150,USA,Seward
SSC-shee,Sheerness,United Kingdom,51.45,0.74,shee,,,,"3, 334","3263, 841","2187, 2748, 3262",shee,,UK,Sheerness
SSC-shek,Shek Pik,Hong Kong,22.22,113.89,shek,shek,,,1902,"2090, 3570",2452,shek,,Hong Kong - China,Shek Pik
SSC-shen,Shenzhen,China,22.47,113.88,shen,shen,,,,,,shen,,China,Shenzhen
SSC-sian,Sian Ka'an,Mexico,19.31,-87.45,"sian, sian2",sian,,,,,,sian,,Mexico,Sian Ka'an
SSC-sibo,Sibolga,Indonesia,1.73,98.8,"sib2, sibo","sib2, sibo",,122,"1752, 356",,,sib2,,Indonesia,Sibolga
SSC-sibo,Sibolga,Indonesia,1.73,98.8,"sib2, sibo","sib2, sibo",,122,"1752, 356",,,sibo,,Indonesia,Sibolga
SSC-sile,Sile,Turkey,41.18,29.61,sile,,,,2016,,,sile,,Turkey,Sile
SSC-simp,Simpevarp,Sweden,57.41,16.68,simp,,,,,,,simp,,Sweden,Simpevarp
SSC-simr,Simrishamn,Sweden,55.56,14.36,simr,,,,2107,,,simr,,Sweden,Simrishamn
SSC-sino,Sinop,Turkey,42.02,35.15,sino,,,,2017,,,sino,,Turkey,Sinop
SSC-sisa,Sisal,Mexico,21.16,-90.05,sisa,,,,,,,sisa,,Mexico,Sisal
SSC-sitk,Sitka,United States,57.05,-135.34,"sitk, sitk2",sitk,154.0,559,426,"2683, 2684",2682,sitk,154,USA,Sitka
SSC-sitk,Sitka,United States,57.05,-135.34,"sitk, sitk2",sitk,154.0,559,426,"2683, 2684",2682,sitk2,154,USA,Sitka
SSC-sitt,Sittwe,Myanmar,20.15,92.9,sitt,sitt,37.0,907,421,,2805,sitt,37,Myanmar,Sittwe
SSC-sjds,Puerto San Juan del Sur,Nicaragua,11.25,-85.88,"psjs, sjds",psds,,,,,,psjs,,Nicaragua,Puerto San Juan del Sur
SSC-sjds,Puerto San Juan del Sur,Nicaragua,11.25,-85.88,"psjs, sjds",psds,,,,,,sjds,,Nicaragua,Puerto San Juan del Sur
SSC-skan,Skanor,Sweden,55.42,12.83,skan,,,,2108,2076,2329,skan,,Sweden,Skanor
SSC-slds,St. Louis du Sud,Haiti,18.23,-73.62,slds,slds,,,,,,slds,,Haïti,St. Louis du Sud
SSC-smog,Smogen,Sweden,58.35,11.22,smog,,,818,"179, 97",2080,"2326, 2741",smog,,Sweden,Smogen
SSC-smrn,Stromoren,Sweden,65.55,22.24,stro,,,,,,,stro,,Sweden,Stromoren
SSC-sobr,Sobra,Croatia,42.79,17.62,sobr,,,,,,,sobr,,Croatia,Sobra
SSC-sole,Solenzara,France,41.84,9.37,"sole, sole2",,,,2208,3210,3177,sole,,France,Solenzara
SSC-solo,Honiara,Solomon Islands,-9.43,159.96,solo,"honb, honi",66.0,9,"1373, 1667, 1861, 885",2054,"2133, 2772",solo,66,Solomon Islands,Honiara
SSC-sona,Port Sonara,Cameroon,4.01,9.13,sona,sona,350.0,816,2037,,2905,sona,350,Cameroon,Port Sonara
SSC-sosu,Sosunovo,Russia,46.53,138.33,sosu,sosu,,,,,,sosu,,Russia,Sosunovo
SSC-souf,Soufriere,Saint Lucia,13.85,-61.06,stlu3,,,,,,,stlu3,,Saint Lucia,Soufriere
SSC-sove,Sovetskaja Gavan',Russia,48.97,140.29,sove,sove,,,553,,,sove,,Russia,Sovetskaja Gavan'
SSC-spik,Spikarna,Sweden,62.36,17.53,spik,,,,,,,spik,,Sweden,Spikarna
SSC-sprg,Spring Bay,Australia,-42.55,147.93,sprg,sprg,56.0,335,"1216, 1220",2058,2116,sprg,56,Australia,Spring Bay
SSC-sscr,Second Severn Crossing,United Kingdom,51.57,-2.7,sscr,,,,,,,sscr,,UK,Second Severn Crossing
SSC-stan,Stanley,United Kingdom,-51.75,-57.93,stan,stan,305.0,290,"1082, 1796",1870,2162,stan,305,UK,Stanley
SSC-stans,Stanley,Australia,-40.77,145.3,,,,,1144,,,stan,305,UK,Stanley
SSC-star,Starodubskoe,Russia,47.41,142.82,star,star,,,,,,star,,Russia,Starodubskoe
SSC-stari,Stari Grad,Croatia,43.18,16.58,stari,,,,,,,stari,,Croatia,Stari Grad
SSC-stdr,Santander,Spain,43.46,-3.79,san2,,,,"1051, 1807, 485",646,"2196, 2401, 2402",san2,,Spain,Santander
SSC-stens,Stenungsund,Sweden,58.09,11.83,sten,,,,2112,,,sten,,Sweden,Stenungsund
SSC-sthl,Saint Helena,Saint Helena,-15.92,-5.72,"sthl, sthl2",sthl,264.0,292,1845,2576,1986,sthl,264,Saint-Helena,Saint Helena
SSC-sthm,Stockholm,Sweden,59.32,18.08,sthm,,341.0,826,"2131, 78",2084,2332,sthm,341,Sweden,Stockholm
SSC-stjo,St. Johns,Canada,47.57,-52.72,stjo,,223.0,276,393,"3434, 847",1989,stjo,223,Canada,St. Johns
SSC-stlu,Ganter's Bay,Saint Lucia,14.02,-61.0,stlu,stlu,,,,,,stlu,,Saint Lucia,Ganter's Bay
SSC-stma,Saint-Malo,France,48.64,-2.03,"stma, stma2",stma,,,454,"1936, 3181","1866, 3419",stma,,France,Saint-Malo
SSC-stmb,Strombolicchio,Italy,38.82,15.25,ST44,,,,2247,,,ST44,,Italy,Strombolicchio
SSC-stmr,St Marys,United Kingdom,49.92,-6.32,stmr,,,,1855,3257,3256,stmr,,UK,St Marys
SSC-stmt,Saint Martin Island,France,18.08,-63.09,stmt,stmt,,,,,,stmt,,France,Saint Martin Island
SSC-stor,Stornoway,United Kingdom,58.2,-6.38,"stor, stor2",,238.0,295,314,1908,2189,stor,238,UK,Stornoway
SSC-stpa,Saint-Paul Island,France,-38.71,77.54,stpa,,24.0,179,1863,3093,1837,stpa,24,France,Saint-Paul Island
SSC-stqy,Saint-Quay-Portrieux,France,48.65,-2.82,"stqy, stqy2",,,,,,,stqy,,France,Saint-Quay-Portrieux
SSC-sumt,Christchurch,New Zealand,-43.57,172.77,sumt,sumt,,667,"247, 259",922,"2335, 3222",sumt,,New Zealand,Christchurch
SSC-sura,Surabaya,Indonesia,-7.22,112.73,sura,sura,292.0,160,"1599, 280",,2893,sura,,Indonesia,Surabaya
SSC-suro,Sur,Oman,22.57,59.52,suro,suro,,,,,,suro,,Oman,Sur
SSC-swpr,Swanage Pier,United Kingdom,50.61,-1.95,swpr,,,,,,,swpr,,UK,Swanage Pier
SSC-syow,Syowa,Antarctica,-69.01,39.57,syow,syow,95.0,127,1396,850,2000,syow,95,Antarctica,Syowa
SSC-syro,Syros,Greece,37.44,24.94,syro,syro,,,1234,,,syro,,Greece,Syros
SSC-tako,Takoradi,Ghana,4.88,-1.75,"tako, tkdi","tako, tkdi",335.0,231,331,"2037, 3514",2346,tako,335,Ghana,Takoradi
SSC-tako,Takoradi,Ghana,4.88,-1.75,"tako, tkdi","tako, tkdi",335.0,231,331,"2037, 3514",2346,tkdi,335,Ghana,Takoradi
SSC-tala,Talara,Peru,-4.58,-81.28,tala,tala,,92,"2186, 475",,,tala,,Perú,Talara
SSC-talc,Talcahuano,Chile,-36.7,-73.11,"talc, talc2",talc,,,571,"3013, 657",2606,talc,,Chile,Talcahuano
SSC-talc,Talcahuano,Chile,-36.7,-73.11,"talc, talc2",talc,,,571,"3013, 657",2606,talc2,,Chile,Talcahuano
SSC-talt,Taltal,Chile,-25.41,-70.49,"talt, talt2, talt3",talt,,,,,,talt,,Chile,Taltal
SSC-talt,Taltal,Chile,-25.41,-70.49,"talt, talt2, talt3",talt,,,,,,talt2,,Chile,Taltal
SSC-talt,Taltal,Chile,-25.41,-70.49,"talt, talt2, talt3",talt,,,,,,talt3,,Chile,Taltal
SSC-tanjo,Tanjong Pagar,Singapore,1.26,103.85,tanjo,tanp,44.0,"327, 337, 699","1183, 1534, 1746, 248, 724",765,"2121, 2785, 2786, 2809",tanjo,44,Singapore,Tanjong Pagar
SSC-tare,Tarekukure Wharf,Solomon Islands,-6.69,156.41,tare,tare,,,,,,tare,,Solomon Islands,Tarekukure Wharf
SSC-tari,Tarifa,Spain,36.01,-5.6,tari,,,,"2054, 488",3422,"3420, 3421",tari,,Spain,Tarifa
SSC-tarr,Tarragona,Spain,41.08,1.21,tarr,,,,2182,,,tarr,,Spain,Tarragona
SSC-tasu,Tasucu,Turkey,36.28,33.84,tasu,,,,2018,,,tasu,,Turkey,Tasucu
SSC-taut,Port of Tauranga,New Zealand,-37.64,176.18,taut,taut,,73,"1590, 978",,,taut,,New Zealand,Port of Tauranga
SSC-tdcu,Tristan da Cunha,United Kingdom,-37.05,-12.3,tdcu,tdca,266.0,722,2164,,1990,tdcu,266,UK,Tristan da Cunha
SSC-tela,Tela Harbor,Honduras,15.78,-87.45,tela,tela,,,,,,tela,,Honduras,Tela Harbor
SSC-telc,Telchac,Mexico,21.34,-89.31,telc,telc,,862,2178,,,telc,,Mexico,Telchac
SSC-telu,Telukdalam,Indonesia,0.55,97.82,telu,teda,,913,,2935,2934,telu,,Indonesia,Telukdalam
SSC-tema,Tema,Ghana,5.62,0.0,tema,,,,1049,,,tema,,Ghana,Tema
SSC-tgud,Tangudden GBG Hamn,Sweden,57.68,11.87,tang,,,,,,,tang,,Sweden,Tangudden GBG Hamn
SSC-thes,Thessaloniki,Greece,40.63,22.93,thes,,,,373,"2574, 2575",2573,thes,,Greece,Thessaloniki
SSC-thev,Thevenard,Australia,-32.15,133.64,thev,thev,308.0,128,"1169, 386",649,2733,thev,308,Australia,Thevenard
SSC-thio,Thio,New Caledonia,-21.61,166.24,thio,thio,,,1538,3564,3563,thio,,France,Thio
SSC-tjls,Tanjung Lesung,Indonesia,-6.48,105.66,tjls,tanj,,416,,2941,2940,tjls,,Indonesia,Tanjung Lesung
SSC-tnbl,Tanahbala,Indonesia,-0.53,98.5,tnbl,tana,,,,,,tnbl,,Indonesia,Tanahbala
SSC-tnpr,Teignmouth Pier,United Kingdom,50.54,-3.49,tnpr,,,,,,,tnpr,,UK,Teignmouth Pier
SSC-tobe,Tobermory,United Kingdom,56.62,-6.06,tobe,,,,1491,,,tobe,,UK,Tobermory
SSC-tofi,Tofino,Canada,49.15,-125.91,"tfbc, tofi",tfbc,156.0,542,165,"2038, 866",2249,tfbc,156,Canada,Tofino
SSC-tofi,Tofino,Canada,49.15,-125.91,"tfbc, tofi",tfbc,156.0,542,165,"2038, 866",2249,tofi,156,Canada,Tofino
SSC-tort,Tortola,British Virgin Islands,18.42,-64.61,tort,tort,,,,,,tort,,British Virgin Islands,Tortola
SSC-toul,Toulon,France,43.12,5.91,"toul, toul2",toul,,,980,,1852,toul,,France,Toulon
SSC-toya,Toyama,Japan,36.76,137.23,toya,toya,325.0,349,1389,802,2136,toya,325,Japan,Toyama
SSC-trab,Trabzon,Turkey,41.0,39.72,trab,,,,"1927, 800",859,2219,trab,,Turkey,Trabzon
SSC-treg,Tregde,Norway,58.0,7.57,treg,,321.0,804,302,2036,2262,treg,321,Norway,Tregde
SSC-trnt,Taranto,Italy,40.48,17.22,TA18,,,,"103, 2095",,,TA18,,Italy,Taranto
SSC-trnz,Terneuzen,Netherlands,51.34,3.82,trnz,,,,,,,trnz,,Netherlands,Terneuzen
SSC-trst,Trieste,Italy,45.65,13.76,TR22,,340.0,829,"154, 2099",2042,"2254, 3447",TR22,,Italy,Trieste
SSC-tuca,Grand Turk Island,Turks and Caicos Islands,21.43,-71.15,"tcgt, tuca","tcgt, tuca",,,,,,tuca,,Turks & Caicos Islands,Grand Turk Island
SSC-tumc,Tumaco,Colombia,1.82,-78.73,"tumc, tumc2",tumc,171.0,303,639,2047,2394,tumc,,Colombia,Tumaco
SSC-tumc,Tumaco,Colombia,1.82,-78.73,"tumc, tumc2",tumc,171.0,303,639,2047,2394,tumc2,171,Colombia,Tumaco
SSC-tuxp,Tuxpan,Mexico,20.97,-97.4,"tuxp, tuxp2",tuxp,,,918,,,tuxp,,Mexico,Tuxpan
SSC-tuxp,Tuxpan,Mexico,20.97,-97.4,"tuxp, tuxp2",tuxp,,,918,,,tuxp2,,Mexico,Tuxpan
SSC-udde,Uddevalla,Sweden,58.35,11.89,udde,,,,,,,udde,,Sweden,Uddevalla
SSC-ugle,Uglegorsk,Russia,49.08,142.07,ugle,ugle,,,1040,,,ugle,,Russia,Uglegorsk
SSC-ulla,Ullapool,United Kingdom,57.9,-5.16,ulla,,,,1112,3252,3251,ulla,,UK,Ullapool
SSC-ushu,Ushuaia,Argentina,-54.82,-68.22,ushu,ushu,181.0,600,"1271, 1850, 874",2506,"2225, 2759",ushu,181,Argentina,Ushuaia
SSC-util,Utila Island,Honduras,16.1,-86.89,util,,,,,,,util,,Honduras,Utila Island
SSC-vale,Valencia,Spain,39.44,-0.31,vale,vale,,,1813,872,2190,vale,,Spain,Valencia
SSC-valp,Valparaiso,Chile,-33.03,-71.63,"sho2, valp, valp2, valp3",valp,175.0,81,"1553, 1648, 499","3101, 873",2156,valp,175,Chile,Valparaiso
SSC-valp,Valparaiso,Chile,-33.03,-71.63,"sho2, valp, valp2, valp3",valp,175.0,81,"1553, 1648, 499","3101, 873",2156,valp2,175,Chile,Valparaiso
SSC-valp,Valparaiso,Chile,-33.03,-71.63,"sho2, valp, valp2, valp3",valp,175.0,81,"1553, 1648, 499","3101, 873",2156,valp3,,Chile,Valparaiso
SSC-vanu,Port Vila,Vanuatu,-17.76,168.31,vanu,"porv, vanu",348.0,46,"1464, 1841","3369, 874",2169,vanu,348,Vanuatu,Port Vila
SSC-vard,Vardø,Norway,70.33,31.1,vard,,323.0,805,"46, 524","3565, 875",2264,vard,323,Norway,Vardø
SSC-vati,"Vatia, Viti Levu",Fiji,-17.4,177.76,vati,vati,,,,,,vati,,Fiji Islands,"Vatia, Viti Levu"
SSC-vela,Vela Luka,Croatia,42.96,16.72,vela,,,,,,,vela,,Croatia,Vela Luka
SSC-veni,Venice,Italy,45.42,12.43,VE19,,,,"168, 2100, 218, 39, 87","2271, 3154, 876","2221, 2273, 2737, 2739",VE19,,Italy,Venice
SSC-vern,Vernadsky - Faraday,Antarctica,-65.25,-64.27,"ver1, vern",vern,188.0,700,913,2659,2658,ver1,188,Antarctica,Vernadsky - Faraday
SSC-vern,Vernadsky - Faraday,Antarctica,-65.25,-64.27,"ver1, vern",vern,188.0,700,913,2659,2658,vern,188,Antarctica,Vernadsky - Faraday
SSC-vibc,Victoria Harbor,Canada,48.42,-123.37,vibc,vibc,,,,,,vibc,,Canada,Victoria Harbor
SSC-vieq,Vieques,United States,18.09,-65.47,"vieq, vieq2","vieq, viqu",,,,,,vieq,,USA,Vieques
SSC-vieq,Vieques,United States,18.09,-65.47,"vieq, vieq2","vieq, viqu",,,,,,vieq2,,USA,Vieques
SSC-vies,Vieste,Italy,41.89,16.18,VI12,,,,2087,,,VI12,,Italy,Vieste
SSC-vifo,Vieux Fort,Saint Lucia,13.72,-60.95,stlu4,,,,,,,stlu4,,Saint Lucia,Vieux Fort
SSC-vigo,Vigo,Spain,42.24,-8.73,vig2,,,208,"1898, 483",1928,"2194, 2398",vig2,,Spain,Vigo
SSC-vikew,Viken,Sweden,56.14,12.58,vikew,,,,2110,,,vikew,,Sweden,Viken
SSC-vilg,Villagarcia,Spain,42.6,-8.77,vil2,,,,1897,,,vil2,,Spain,Villagarcia
SSC-ving,Vinga2,Sweden,57.63,11.61,vin2,,,,,,,vin2,,Sweden,Vinga2
SSC-visb,Visby,Sweden,57.64,18.28,visb,,,,2105,"3566, 879",2323,visb,,Sweden,Visby
SSC-vlad,Vladivostok,Russia,43.13,131.92,vlad,vlad,,,290,2630,2629,vlad,,Russia,Vladivostok
SSC-vlis,Vlissingen,Netherlands,51.44,3.6,vlis,,,,20,2240,2239,vlis,,Netherlands,Vlissingen
SSC-vlrn,Vlakte v/d Raan,Netherlands,51.5,3.24,vlrn,,,,,,,vlrn,,Netherlands,Vlakte v/d Raan
SSC-vodo,Vodopadnaya,Russia,51.73,157.99,vodo,vodo,,,,,,vodo,,Russia,Vodopadnaya
SSC-vung,Vung Tau,Vietnam,10.34,107.07,vung,vtau,,383,1495,,,vung,,Viet Nam,Vung Tau
SSC-vvik,Vastervik,Sweden,57.75,16.68,vvik,,,,,,,vvik,,Sweden,Vastervik
SSC-waik,Waikelo,Indonesia,-9.39,119.22,waik,waik,346.0,418,,2931,2903,waik,346,Indonesia,Waikelo
SSC-waka,Wakkanai,Japan,45.42,141.68,waka,waka,324.0,360,1103,796,2106,waka,324,Japan,Wakkanai
SSC-wall,Mata-Utu (Wallis island),France,-13.17,-176.1,wall,wall,,,383,,3472,wall,,France,Mata-Utu (Wallis island)
SSC-walvi,Walvis Bay,Namibia,-22.95,14.5,walvi,walv,314.0,220,914,,2899,walvi,314,Namibia,Walvis Bay
SSC-warn,Warnemünde,Germany,54.17,12.1,warn,,,,"11, 53",880,2222,warn,,Germany,Warnemünde
SSC-wbhb,West Bay Harbour,United Kingdom,50.71,-2.76,wbhb,,,,,,,wbhb,,UK,West Bay Harbour
SSC-weym,Weymouth,United Kingdom,50.61,-2.45,weym,,,,"1773, 251",3261,3260,weym,,UK,Weymouth
SSC-whit,Whitby,United Kingdom,54.49,-0.61,whit,,,,1505,,,whit,,UK,Whitby
SSC-willm,Willemstad,Curacao,12.1,-68.94,,,,778,,,,will,,Curaçao,Willemstad
SSC-wint,Winter Harbour,Canada,50.51,-128.03,"whbc, wint",,,,1799,697,2164,whbc,,Canada,Winter Harbour
SSC-wint,Winter Harbour,Canada,50.51,-128.03,"whbc, wint",,,,1799,697,2164,wint,,Canada,Winter Harbour
SSC-work,Workington,United Kingdom,54.65,-3.57,work,,,,1794,,,work,,UK,Workington
SSC-wuda,Khawr Wudam,Oman,23.82,57.52,wuda,wuda,,,,,,wuda,,Oman,Khawr Wudam
SSC-yaku,Yakutat,United States,59.55,-139.74,"yaku, yaku2",yaku,,570,445,,,yaku,,USA,Yakutat
SSC-yaku,Yakutat,United States,59.55,-139.74,"yaku, yaku2",yaku,,570,445,,,yaku2,,USA,Yakutat
SSC-yalo,Yalova,Turkey,40.66,29.28,yalo,,,,2019,,,yalo,,Turkey,Yalova
SSC-yapi,Yap Island,Micronesia,9.51,138.12,yapi,yapi,119.0,8,"1251, 678",,2842,yapi,119,Micronesia,Yap Island
SSC-zanz,Zanzibar,Tanzania,-6.15,39.18,zanz,zanz,297.0,151,1600,2615,2614,zanz,297,Tanzania,Zanzibar
SSC-zhap,Zhapo,China,21.58,111.83,zhap,zhap,78.0,635,933,,2828,zhap,78,China,Zhapo
SSC-zygi,Zygi,Cyprus,34.73,33.34,"zygi, zygi1",zygi,,,2162,,,zygi,,Cyprus,Zygi
SSC-zygi,Zygi,Cyprus,34.73,33.34,"zygi, zygi1",zygi,,,2162,,,zygi1,,Cyprus,Zygi
